"","grade","male","raceeth","preschool","expectBachelors","motherHS","motherBachelors","motherWork","fatherHS","fatherBachelors","fatherWork","selfBornUS","motherBornUS","fatherBornUS","englishAtHome","computerForSchoolwork","read30MinsADay","minutesPerWeekEnglish","studentsInEnglish","schoolHasLibrary","publicSchool","urban","schoolSize","readingScore"
"4589",10,1,"White",1,1,1,0,1,1,0,0,1,1,1,1,1,0,188,21,1,1,0,887,534.12
"4590",10,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,160,20,1,1,0,887,519.93
"4592",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,280,20,1,1,0,887,590.46
"4593",10,1,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,0,172,27,1,1,0,887,528.99
"4594",10,1,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,0,160,25,1,1,0,887,611.81
"4599",10,0,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,1,240,24,1,1,0,887,476.46
"4600",10,0,"White",1,1,1,0,1,1,0,0,1,1,1,1,1,0,180,14,1,1,0,887,772.46
"4601",10,1,"White",1,1,1,1,1,1,1,1,0,1,1,1,1,1,172,25,1,1,0,887,598.9
"4602",10,0,"Hispanic",0,1,1,1,1,1,1,1,1,0,1,1,1,0,250,20,1,0,1,308,647.74
"4603",10,1,"Asian",1,1,1,1,1,1,1,1,1,1,0,1,1,1,500,28,1,0,1,308,582.63
"4604",10,1,"White",1,1,1,0,1,1,0,1,1,0,1,1,1,1,250,30,1,0,1,308,575.73
"4605",10,1,"White",1,1,1,1,1,1,1,1,1,1,0,1,1,1,275,25,1,0,1,308,648.6
"4606",10,0,"White",1,1,1,1,1,1,1,1,1,1,0,1,1,0,225,30,1,0,1,308,526.51
"4609",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,500,26,0,0,1,308,460.42
"4610",10,1,"Hispanic",1,1,1,0,0,1,0,1,1,1,1,1,1,0,55,28,1,0,1,308,641.15
"4611",10,0,"More than one race",1,1,1,1,1,1,1,0,1,0,0,1,1,0,200,20,1,0,1,308,646.07
"4612",10,0,"White",1,1,1,0,0,1,0,0,1,1,1,1,1,0,225,30,0,0,1,308,550.26
"4613",10,1,"Asian",0,1,1,0,1,1,1,1,1,0,0,1,1,0,250,27,1,0,1,308,655.74
"4616",10,0,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,0,270,25,1,1,1,1411,619.53
"4617",11,0,"Black",1,0,1,1,1,1,0,1,1,1,1,1,1,0,270,37,1,1,1,1411,497.28
"4619",10,1,"Black",1,1,1,0,0,1,1,1,1,1,1,1,0,0,450,23,1,1,1,1411,460.21
"4622",10,0,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,1,450,11,1,1,1,1411,443.26
"4624",10,1,"Black",1,1,1,1,1,1,1,1,1,0,0,1,1,0,450,23,1,1,1,1411,566.19
"4625",10,0,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,275,30,1,1,0,2878,622.23
"4626",10,0,"White",1,1,1,1,1,1,1,1,0,1,1,1,1,0,255,25,1,1,0,2878,545.73
"4627",10,0,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,250,30,1,1,0,2878,626.21
"4628",10,0,"White",0,1,1,1,1,1,1,0,1,1,1,1,1,1,250,20,1,1,0,2878,726.3
"4629",11,0,"Asian",1,1,1,1,1,1,1,0,1,0,0,1,1,1,225,23,1,1,0,2878,594.19
"4630",10,0,"White",0,1,1,0,0,1,1,1,1,1,1,1,1,1,225,30,1,1,0,2878,598.8
"4631",10,1,"Hispanic",1,1,1,0,0,1,1,1,1,0,0,0,1,0,250,20,1,1,0,2878,678.91
"4632",9,0,"Hispanic",1,1,1,1,0,1,1,1,0,0,1,0,1,0,245,25,1,1,0,2878,625.89
"4633",10,1,"More than one race",1,1,1,1,0,1,1,1,0,0,1,1,1,0,250,30,1,1,0,2878,651.17
"4634",11,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,250,25,1,1,0,2878,648.2
"4635",11,0,"Hispanic",0,1,1,0,1,1,1,1,0,0,0,0,1,0,225,26,1,1,0,2878,460.1
"4639",9,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,1,240,25,1,1,0,1087,612.61
"4640",11,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,225,30,1,1,0,1087,504.46
"4642",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,240,25,1,1,0,1087,699.93
"4644",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,240,28,1,1,0,1087,547.08
"4646",10,0,"White",1,1,0,0,1,1,0,1,1,1,1,1,1,1,240,30,1,1,0,1087,657.59
"4647",10,1,"White",1,1,1,1,0,1,0,1,1,1,1,1,1,0,240,25,1,1,0,1087,624.71
"4648",10,1,"White",0,0,1,0,0,1,0,1,1,1,1,1,1,0,225,25,1,1,0,1087,568.12
"4649",11,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,240,30,1,1,0,1087,517.22
"4650",10,1,"Hispanic",0,0,1,0,0,1,0,1,1,0,1,1,1,0,360,30,1,1,1,2942,419.81
"4652",11,0,"Hispanic",1,1,1,0,1,1,0,1,1,0,0,0,1,0,180,35,1,1,1,2942,398.29
"4655",11,0,"Hispanic",0,1,0,0,0,0,0,1,1,0,0,0,1,0,258,27,1,1,1,2942,454.06
"4656",11,1,"Hispanic",1,1,1,1,1,1,1,1,1,0,0,1,1,1,333,30,1,1,1,2942,619.42
"4657",11,0,"Hispanic",0,0,1,0,1,1,0,0,1,0,0,1,1,0,360,36,1,1,1,2942,489.89
"4658",10,1,"Hispanic",0,1,1,0,1,1,0,1,1,1,0,1,1,0,435,30,1,1,1,2942,453.72
"4659",11,1,"Hispanic",1,1,1,0,1,1,1,1,1,1,1,1,1,1,360,35,1,1,1,2942,622.23
"4660",11,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,240,25,1,0,1,575,462.64
"4661",9,1,"Hispanic",1,1,1,0,1,1,1,1,1,1,1,1,1,0,320,20,1,0,1,575,672.81
"4662",10,1,"White",1,1,1,0,1,1,0,1,1,0,1,1,1,0,240,25,1,0,1,575,584.71
"4663",11,0,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,1,240,23,1,0,1,575,589.19
"4664",11,0,"Hispanic",1,1,1,1,1,1,1,1,1,0,1,1,1,0,240,30,1,0,1,575,542.56
"4666",10,0,"White",1,1,1,1,1,1,1,0,1,1,0,1,1,1,360,30,1,0,1,575,466.37
"4667",10,0,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,240,25,1,0,1,575,610.32
"4669",10,0,"White",1,1,1,0,0,1,0,1,1,1,0,1,1,0,240,25,1,0,1,575,528.89
"4672",10,1,"Asian",1,1,0,0,0,1,0,1,0,0,0,0,1,0,330,30,1,1,0,2340,452.75
"4673",10,1,"White",0,1,1,1,1,1,0,1,1,1,1,1,0,1,330,32,1,1,0,2340,554.57
"4674",9,0,"Asian",1,1,1,1,1,1,1,1,0,0,0,0,1,0,30,10,1,1,0,2340,493.78
"4675",10,1,"More than one race",1,1,1,0,1,1,0,1,1,1,0,1,1,0,300,30,1,1,0,2340,480.41
"4676",10,1,"White",0,1,1,1,1,1,0,1,1,1,1,1,1,0,300,28,1,1,0,2340,505.91
"4679",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,275,25,1,1,0,2340,677.76
"4680",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,275,32,1,1,0,2340,641.95
"4681",10,0,"White",0,1,1,1,1,1,1,1,1,1,1,1,1,0,300,30,1,1,0,2340,556.38
"4682",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,210,20,1,1,0,347,461.57
"4684",10,0,"White",0,1,1,1,1,1,0,1,1,1,1,1,0,0,250,20,1,1,0,347,599.67
"4685",9,1,"White",1,0,1,1,1,1,0,1,1,1,1,1,1,0,15,22,1,1,0,347,353.83
"4686",10,1,"Hispanic",1,0,1,0,1,1,0,1,1,1,1,1,1,0,225,50,1,1,0,347,458.29
"4688",10,1,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,0,225,22,1,1,0,347,611.89
"4689",10,1,"White",0,0,1,0,0,1,0,1,1,1,1,1,1,0,235,20,1,1,0,347,400.16
"4690",10,1,"White",0,0,1,0,0,1,0,1,1,1,1,1,1,0,225,20,1,1,0,347,593.69
"4695",11,0,"Hispanic",0,0,0,1,0,0,0,1,0,0,0,1,1,0,540,35,1,1,1,3201,383.91
"4697",9,1,"American Indian/Alaska Native",1,1,1,0,0,0,0,0,0,0,0,0,0,0,270,50,1,1,1,3201,334.51
"4698",10,0,"Hispanic",0,1,1,0,1,0,0,1,1,0,0,0,1,0,120,30,1,1,1,3201,488.38
"4700",10,1,"Black",1,1,1,0,0,1,0,0,1,1,1,1,0,0,450,20,1,1,1,3201,342.04
"4701",10,1,"Asian",0,0,0,0,0,0,0,0,0,0,0,0,1,1,180,40,1,1,1,3201,342.2
"4704",10,0,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,1,270,20,1,1,1,914,563.45
"4705",10,0,"Black",1,1,0,0,0,0,0,1,1,1,1,1,1,1,270,30,1,1,1,914,540.81
"4710",10,1,"Asian",1,1,1,1,0,1,1,1,0,0,0,0,1,1,200,24,1,1,0,3009,552.24
"4711",11,0,"White",0,0,1,1,0,1,1,0,1,1,1,1,1,0,392,21,1,1,0,3009,494.65
"4712",11,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,250,24,1,1,0,3009,578.54
"4713",11,0,"Asian",1,1,1,1,0,1,1,0,0,0,0,0,1,0,270,25,1,1,1,1720,622.47
"4714",10,1,"White",1,1,1,0,1,1,0,0,1,1,1,1,1,0,450,25,1,1,1,1720,403.05
"4716",10,1,"More than one race",1,1,1,1,1,1,1,1,0,0,0,0,1,0,450,25,1,1,1,1720,528.51
"4724",11,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,270,22,1,1,1,1720,597.37
"4725",10,0,"More than one race",1,1,1,1,0,1,1,1,1,1,1,1,1,1,450,27,1,1,1,1720,501.88
"4727",9,0,"Asian",1,1,1,1,0,1,1,1,0,0,0,0,1,0,270,27,1,1,1,1720,507.76
"4729",10,1,"White",0,0,1,0,1,1,0,1,1,1,1,1,1,0,400,30,1,1,0,930,518.17
"4730",10,1,"American Indian/Alaska Native",1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,30,1,1,0,930,443.38
"4733",10,1,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,80,20,1,1,0,930,488.19
"4735",9,1,"White",0,0,1,0,1,1,0,0,1,1,1,1,0,1,70,28,1,1,0,276,309.18
"4736",9,1,"White",0,0,1,0,1,1,0,1,1,1,1,1,1,1,450,20,1,1,0,276,528.51
"4737",10,0,"White",1,1,1,0,1,1,0,0,1,1,1,1,1,1,225,18,1,1,0,276,457
"4741",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,25,1,1,0,276,531.16
"4751",11,1,"White",0,1,1,0,0,1,0,1,1,1,1,1,1,0,300,30,1,1,1,1988,448.75
"4752",10,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,300,30,1,1,1,1988,640.59
"4753",11,1,"White",0,1,1,1,1,1,1,1,1,1,1,1,1,0,360,30,1,1,1,1988,551.44
"4754",11,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,300,30,1,1,1,1988,607.54
"4756",11,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,250,34,1,1,1,1988,574.49
"4758",11,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,1,600,30,1,1,1,1988,561.86
"4759",11,1,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,300,30,1,1,1,1988,490.83
"4760",9,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,1,275,20,1,1,0,1526,605.55
"4761",11,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,275,26,1,1,0,1526,670.41
"4762",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,275,20,1,1,0,1526,572.58
"4763",10,0,"White",1,1,1,1,0,1,1,1,1,1,0,1,1,0,275,23,1,1,0,1526,635.34
"4764",10,0,"White",1,1,1,0,1,1,0,1,1,0,0,1,1,0,275,22,1,1,0,1526,576.72
"4765",10,0,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,1,275,26,1,1,0,1526,641.62
"4766",11,0,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,275,27,1,1,0,1526,574.09
"4767",10,1,"White",1,1,1,1,1,1,1,0,1,1,1,1,1,1,275,24,1,1,0,1526,595.85
"4768",9,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,275,23,1,1,0,1526,461.17
"4769",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,200,20,1,1,0,632,508.64
"4770",10,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,200,11,1,1,0,632,452.83
"4772",10,0,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,1,215,29,1,1,0,632,515.86
"4773",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,200,20,0,1,0,632,576.48
"4775",10,1,"White",0,1,1,1,1,1,0,1,1,1,1,1,1,1,210,25,1,1,0,632,611.89
"4777",9,1,"White",0,0,1,0,1,1,0,1,1,1,1,1,1,0,200,30,1,1,0,632,475.12
"4778",10,0,"White",0,0,1,0,1,1,0,1,1,1,1,1,1,0,200,19,1,1,0,632,507.36
"4779",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,225,20,1,1,0,612,721.77
"4780",11,0,"Asian",1,1,1,1,0,1,1,1,1,0,0,1,1,0,225,15,1,1,0,612,700.56
"4781",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,225,25,1,0,0,1064,662.71
"4782",11,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,25,1,0,0,1064,560.82
"4783",11,1,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,225,27,1,0,0,1064,504.14
"4784",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,26,0,0,0,1064,660.39
"4785",10,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,225,31,1,0,0,1064,614.61
"4786",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,30,1,0,0,1064,507.19
"4787",10,1,"Hispanic",1,1,0,1,1,1,0,1,1,0,0,0,1,1,225,24,1,0,0,1064,539.01
"4788",9,1,"White",1,1,1,1,1,1,1,0,0,1,1,1,1,1,225,25,1,0,0,1064,537.73
"4789",11,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,225,20,1,0,0,1064,688.05
"4790",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,225,29,1,0,0,1064,577.17
"4791",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,25,1,0,0,1064,494.28
"4793",10,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,225,25,1,0,0,1064,533.72
"4794",10,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,225,25,1,0,0,1064,587.92
"4795",11,1,"White",1,1,1,1,1,1,1,0,1,1,1,1,1,0,225,28,1,0,0,1064,562.74
"4796",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,30,1,0,0,1064,559.78
"4799",10,1,"Hispanic",0,1,1,0,1,1,0,1,1,1,0,0,1,1,450,20,1,1,0,865,441.69
"4801",10,0,"Hispanic",1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,17,1,1,0,865,497.28
"4802",10,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,1,525,20,1,1,0,865,493.64
"4803",10,0,"White",1,1,0,0,0,1,0,0,1,1,1,1,1,0,450,17,1,1,0,865,500.61
"4805",11,0,"White",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,20,1,1,0,865,434.04
"4806",10,0,"More than one race",1,1,1,0,1,1,0,1,1,1,1,1,1,0,450,18,1,1,0,865,532.79
"4807",9,1,"White",1,1,1,1,1,1,0,0,1,1,1,1,1,0,450,20,1,1,0,865,380.6
"4808",10,1,"Hispanic",1,1,0,0,0,1,0,1,1,0,0,0,1,0,450,30,1,1,0,865,468.39
"4809",11,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,450,25,1,1,0,865,636.82
"4810",10,0,"Black",0,0,1,0,0,0,0,0,1,1,1,1,0,0,270,23,1,1,0,865,360.64
"4813",10,1,"Hispanic",1,1,1,1,1,1,0,1,1,1,1,1,1,0,250,26,1,1,0,1382,485.22
"4815",10,1,"White",0,0,1,0,1,1,0,1,1,1,1,1,1,0,275,25,1,1,0,1382,561.62
"4817",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,250,28,1,1,0,1382,542.72
"4818",11,0,"Hispanic",1,1,1,0,1,1,1,1,1,0,1,1,1,1,250,23,1,1,0,1382,634.23
"4819",9,1,"More than one race",0,1,1,0,0,1,0,1,1,1,1,1,1,0,275,20,1,1,0,1382,351.42
"4820",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,250,25,1,1,0,1382,459.94
"4822",10,0,"Hispanic",1,1,0,0,1,0,0,1,0,0,0,0,1,0,295,25,1,1,0,1382,382.88
"4823",9,1,"Black",1,1,1,0,0,0,0,0,1,1,1,1,1,0,55,30,1,1,0,1382,419.24
"4824",10,0,"White",1,1,1,0,0,1,0,0,1,1,1,1,1,0,225,29,1,1,0,1382,538.11
"4827",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,208,20,1,1,0,2710,518.88
"4828",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,232,20,1,1,0,2710,546.15
"4833",10,1,"Black",1,1,1,1,1,1,0,0,1,1,1,1,1,0,250,23,1,1,0,762,464.22
"4834",10,0,"White",1,1,1,0,1,1,0,0,1,1,1,1,1,1,250,30,1,1,0,762,600.23
"4835",9,1,"Black",0,1,1,0,1,1,0,1,1,1,1,1,1,0,250,8,1,1,0,762,332.5
"4837",10,1,"Black",0,1,1,0,1,1,0,1,1,0,1,1,1,0,350,20,1,1,0,762,461.25
"4838",10,1,"Black",1,1,1,1,1,1,0,0,1,1,1,1,1,0,60,19,1,1,0,762,293.54
"4842",9,1,"Hispanic",0,1,0,0,1,0,0,0,0,0,0,0,1,0,250,35,1,1,1,2149,481.94
"4843",10,1,"Hispanic",0,1,1,0,1,0,0,0,1,0,0,0,1,0,285,35,1,1,1,2149,459.65
"4845",10,0,"Hispanic",0,1,0,0,1,0,0,1,0,0,0,0,1,0,275,25,1,1,1,2149,485.92
"4846",9,0,"Hispanic",0,1,0,0,1,0,0,1,1,0,0,0,0,1,60,37,1,1,1,2149,417.04
"4848",10,0,"Asian",1,1,1,0,1,1,1,1,1,0,0,0,1,1,330,21,1,1,1,2149,335.22
"4850",11,1,"Asian",0,1,1,0,1,1,0,1,1,0,0,1,1,0,275,30,1,1,1,2149,589.92
"4854",11,0,"White",0,1,1,0,1,1,1,1,1,1,1,1,1,0,250,15,1,1,0,854,582.28
"4855",10,1,"White",0,1,1,0,0,1,0,1,1,1,1,1,0,1,250,20,1,1,0,854,510.64
"4856",10,0,"White",0,0,1,0,0,1,0,0,1,1,1,1,1,1,250,25,1,1,0,854,492.43
"4858",10,1,"White",0,1,1,0,0,1,0,1,1,1,1,1,1,0,275,25,1,1,0,854,438.16
"4859",10,1,"White",1,1,1,0,0,1,0,0,1,1,1,1,1,0,250,20,1,1,0,854,576.69
"4860",10,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,275,26,1,1,0,854,410.27
"4861",10,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,275,20,1,1,0,854,555.53
"4863",10,0,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,250,25,1,1,0,636,471.14
"4866",10,0,"White",1,0,1,0,1,1,0,0,1,1,1,1,0,1,250,25,1,1,0,636,457.32
"4867",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,250,20,1,1,0,636,541.68
"4868",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,75,20,1,1,0,636,500.45
"4869",10,1,"Hispanic",1,1,1,0,1,1,1,0,1,0,1,1,1,0,240,21,1,1,0,636,595.93
"4871",10,0,"White",0,1,1,1,1,1,1,1,1,1,1,1,1,0,250,20,1,1,0,636,523.73
"4872",10,1,"White",1,1,1,0,0,1,1,1,1,1,1,1,1,1,260,21,1,1,0,636,525.31
"4873",10,1,"White",1,0,1,0,1,0,0,1,1,1,1,1,1,0,250,24,1,1,0,636,526.75
"4874",10,0,"Hispanic",1,0,0,0,0,0,0,0,1,0,0,0,0,0,210,26,1,1,0,1733,524.92
"4875",10,1,"Hispanic",0,1,1,0,0,1,0,1,0,0,0,0,1,0,200,15,1,1,0,1733,496.13
"4877",10,0,"Black",1,1,1,1,1,1,0,0,1,1,1,1,1,0,250,25,1,1,0,1733,675.86
"4881",10,0,"Black",0,1,1,1,1,1,1,1,1,1,0,1,1,0,200,20,1,1,0,1733,465.26
"4882",10,1,"Hispanic",1,1,1,0,0,0,0,1,1,0,0,0,1,0,225,23,1,1,0,1733,459.57
"4885",10,0,"White",0,1,0,0,0,0,0,1,1,1,1,1,1,1,275,20,1,1,0,1733,654.88
"4887",10,0,"American Indian/Alaska Native",1,1,1,0,0,1,0,1,1,1,1,1,1,1,250,20,1,1,0,300,471.22
"4889",10,0,"American Indian/Alaska Native",1,0,1,0,0,1,0,0,1,1,1,1,1,0,140,16,1,1,0,300,328.86
"4892",10,0,"More than one race",1,1,0,0,1,0,0,1,1,1,1,1,1,0,475,22,1,1,0,1173,490.13
"4893",11,0,"White",1,1,1,0,0,1,1,1,0,0,0,1,1,0,500,15,1,1,0,1173,613.34
"4895",10,0,"Hispanic",0,1,1,0,1,0,0,1,1,0,0,0,1,1,470,11,1,1,0,1173,532.86
"4896",10,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,525,15,0,1,0,1173,590.3
"4897",10,0,"Black",1,0,1,0,1,0,0,0,1,1,1,1,1,0,525,24,1,1,0,1173,348.88
"4898",10,0,"White",1,0,1,0,1,1,1,1,1,1,1,1,1,1,450,11,1,1,0,1173,622.55
"4903",11,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,172,30,1,1,0,509,525.79
"4904",10,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,120,22,1,1,0,509,553.77
"4905",10,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,1,40,15,1,1,0,509,450.67
"4906",11,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,240,14,1,1,0,509,649.32
"4907",10,1,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,480,16,1,1,0,509,539.34
"4908",10,1,"Hispanic",1,0,1,0,1,1,1,1,1,0,1,1,1,0,200,19,1,1,0,509,474.72
"4909",11,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,192,11,1,1,0,509,648.05
"4910",11,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,220,22,1,1,0,509,558.5
"4911",11,1,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,210,25,1,1,0,996,598.74
"4913",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,210,28,1,1,0,996,527.3
"4914",10,0,"White",0,0,1,0,0,1,0,1,1,1,1,1,1,0,270,17,1,1,0,261,415.13
"4915",10,0,"Black",1,0,1,0,1,1,0,1,1,1,1,1,1,1,270,15,1,1,0,261,555.51
"4917",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,270,23,1,1,0,261,405.14
"4920",10,0,"White",0,1,1,1,1,1,0,1,1,1,1,1,1,1,210,18,1,1,0,261,630.1
"4923",10,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,240,8,1,1,0,149,490.13
"4926",10,1,"Hispanic",0,0,1,0,1,1,0,1,1,0,0,0,1,0,300,30,1,1,1,3261,517.29
"4932",10,0,"Black",1,1,1,1,1,1,0,1,1,1,1,1,1,0,300,28,1,1,1,3261,471.85
"4933",10,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,300,30,1,1,0,3004,742.32
"4934",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,250,20,1,1,0,3004,511.44
"4935",9,1,"Hispanic",1,0,1,0,0,0,0,0,1,1,0,0,0,0,45,12,1,1,0,3004,446.74
"4936",10,0,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,0,250,28,1,1,0,3004,625.73
"4937",10,1,"White",1,1,1,0,1,1,1,1,1,0,0,1,1,0,275,26,1,1,0,3004,640.03
"4948",10,0,"Hispanic",1,1,0,0,1,0,0,1,1,0,0,1,1,1,280,21,1,1,0,227,508.4
"4949",10,1,"American Indian/Alaska Native",1,0,1,0,1,0,0,1,1,1,1,1,1,0,325,18,1,1,0,227,468.31
"4950",10,0,"Hispanic",0,0,0,0,1,0,0,1,1,0,0,1,1,0,280,30,1,1,0,227,425.86
"4952",9,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,280,29,1,1,0,227,411.07
"4953",10,0,"Hispanic",0,0,0,0,0,0,0,1,0,0,0,0,1,1,300,19,1,1,0,227,461.85
"4954",10,0,"Hispanic",1,0,1,1,1,1,0,1,0,0,1,0,1,1,300,30,1,1,0,227,454.62
"4956",10,0,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,60,29,1,1,0,227,468.12
"4957",10,0,"Hispanic",1,0,1,0,1,1,0,0,1,1,1,1,1,0,300,20,1,1,0,227,559.08
"4958",10,0,"White",0,1,1,0,1,1,1,1,1,1,1,1,1,1,350,17,1,1,0,227,501.8
"4959",10,1,"White",0,1,1,1,1,1,1,1,1,1,1,1,1,0,270,18,1,1,0,227,589.92
"4960",11,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,270,21,0,1,0,227,629.76
"4961",9,1,"Hispanic",1,1,0,0,1,1,0,1,1,0,0,1,1,0,280,19,1,1,0,227,534.12
"4962",11,1,"Hispanic",1,0,1,0,0,1,0,0,1,0,1,1,1,0,385,15,1,1,0,227,504.54
"4964",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,56,15,1,1,0,227,501.96
"4965",10,0,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,0,60,24,1,1,0,227,486.71
"4966",10,0,"Hispanic",0,0,0,0,0,0,0,1,1,0,0,0,1,0,265,17,1,1,0,227,386.54
"4967",10,1,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,360,30,1,1,0,1295,561.7
"4968",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,360,30,1,1,0,1295,543.03
"4970",10,1,"White",1,1,1,1,1,1,0,0,1,1,1,1,1,0,350,25,1,1,0,1295,582.47
"4971",11,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,350,20,1,1,0,1295,572.98
"4972",11,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,360,25,1,1,0,1295,541.82
"4973",11,0,"Black",0,1,0,0,0,1,0,0,1,1,1,1,1,0,350,10,1,1,0,1295,461.53
"4975",10,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,30,1,1,0,1295,397.04
"4976",11,1,"Hispanic",0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,30,1,1,0,1295,546.95
"4979",10,1,"Hispanic",0,0,1,0,1,1,0,0,1,1,1,1,1,0,275,24,1,1,1,2532,356.95
